id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
26759,M,1.175,0.9,0.3,13.1825175,5.85417175,3.75630875,3.4302895,9.0
26760,M,1.1875,0.95,0.25,11.679994,4.0539785,2.4097075,3.8271825,9.0
26761,M,1.5875,1.2625,0.4,37.52056325,16.8112535,7.35669525,9.07184,12.0
26762,M,1.4875,1.1625,0.375,29.1149365,12.06271225,6.350288,8.788345,9.0
26763,M,1.575,1.25,0.3875,36.61337925,17.5483405,8.34892775,9.2135875,9.0
26764,I,1.4375,1.1875,0.3875,29.24250925,13.02659525,6.16601625,8.0796075,10.0
26765,F,1.65,1.3125,0.4,42.14153175,14.84096325,10.20582,12.0485375,16.0
26766,M,1.525,1.2375,0.4,35.4652245,15.762322,8.85921875,9.68135425,12.0
26767,M,1.2125,0.9625,0.3,17.95940825,6.44951125,3.9405805,6.3786375,16.0
26768,M,1.4875,1.1625,0.3625,24.777463,10.6310625,4.91863825,6.80388,11.0
26769,M,1.4375,1.1625,0.425,24.323871,10.78698475,5.896696,5.613201,9.0
26770,I,1.1375,0.8375,0.2875,13.39513875,6.406987,2.608154,3.33106625,10.0
26771,M,1.525,1.2125,0.4125,30.85843075,15.365429,6.81805475,7.5126175,9.0
26772,F,1.4375,1.0875,0.3625,29.8520235,12.0485375,6.30776375,7.087375,12.0
26773,F,1.3,1.0625,0.4625,23.0481435,11.43902325,4.86193925,7.4559185,15.0
26774,I,0.2625,0.0,0.0875,0.49611625,0.1417475,0.09922325,0.1417475,4.0
26775,I,1.25,0.9625,0.35,16.34348675,7.81028725,3.5436875,5.0178615,9.0
26776,F,1.5375,1.1875,0.4,35.72037,17.8885345,8.29222875,8.66077225,10.0
26777,M,1.5875,1.175,0.3875,31.581343,14.5432935,5.3580555,9.922325,8.0
26778,M,1.275,1.025,0.4,20.87940675,8.51902475,5.3013565,4.9611625,9.0
26779,M,0.9875,0.7625,0.3,9.19941275,4.7343665,2.33883375,2.9766975,6.0
26780,I,1.1875,0.95,0.3125,13.39513875,5.88252125,3.118445,4.252425,8.0
26781,M,1.4875,1.1625,0.375,31.694741,14.0330025,7.27164675,7.2291225,9.0
26782,F,1.6875,1.3375,0.425,41.8722115,19.94387325,9.53960675,9.922325,11.0
26783,M,1.4125,1.125,0.375,25.231055,12.77144975,4.706017,7.654365,10.0
26784,I,1.025,0.8125,0.2625,10.21999475,4.60679375,2.25378525,3.40194,9.0
26785,I,0.95,0.725,0.225,7.98038425,3.9405805,1.6726205,2.1262125,8.0
26786,M,1.6125,1.2375,0.425,37.15201975,16.782904,8.674947,10.3475675,15.0
26787,F,1.6625,1.2625,0.475,41.91473575,17.61921425,8.60407325,12.6155275,11.0
26788,F,1.4375,1.15,0.4,29.5118295,9.62465525,6.67630725,10.489315,16.0
26789,I,0.4625,0.325,0.1125,0.89300925,0.340194,0.18427175,0.283495,5.0
26790,F,1.5625,1.225,0.4375,33.26813825,15.52135125,8.448151,8.9300925,9.0
26791,I,1.5125,1.1875,0.4,31.3261975,15.43630275,7.0023265,7.7961125,8.0
26792,F,1.325,1.025,0.3625,24.93338525,9.87980075,4.89028875,5.896696,19.0
26793,I,1.0625,0.8,0.2,9.82310175,4.89028875,1.54504775,2.3530085,7.0
26794,M,1.5,1.1625,0.375,29.1716355,13.437663,6.350288,10.20582,15.0
26795,M,1.325,1.05,0.3375,21.885814,10.0640725,5.68407475,5.37223025,10.0
26796,F,1.5875,1.25,0.4375,32.715323,13.7495075,6.13766675,10.489315,9.0
26797,I,1.2125,0.925,0.2625,15.35125425,6.81805475,3.13261975,3.8271825,7.0
26798,I,1.2125,0.825,0.2625,11.7650425,5.17378375,2.84912475,3.40194,8.0
26799,M,1.525,1.175,0.4375,32.24755625,14.69921575,7.824462,8.3631025,8.0
26800,F,1.25,0.975,0.3125,15.49300175,5.65572525,3.64291075,4.9611625,9.0
26801,M,1.1875,0.9125,0.2875,14.2030995,6.36446275,3.30271675,3.5436875,7.0
26802,I,1.075,0.8125,0.2625,10.70193625,4.46504625,2.16873675,3.40194,9.0
26803,I,1.3125,0.9375,0.3,17.44911725,9.128539,3.64291075,4.252425,8.0
26804,I,1.3625,1.075,0.3125,21.8574645,9.85145125,4.9044635,5.556502,8.0
26805,F,1.4125,1.1,0.3875,29.8520235,11.8784405,6.30776375,8.50485,14.0
26806,I,1.2625,0.9625,0.35,21.4605715,10.19164525,4.66349275,5.953395,11.0
26807,M,1.7125,1.35,0.425,43.6298805,21.16290175,9.17106325,11.3398,8.0
26808,M,1.475,1.2,0.4,24.777463,8.23552975,5.5848515,8.221355,19.0
26809,I,1.5375,1.1875,0.4125,29.27085875,12.3320325,6.4920355,9.7805775,9.0
26810,M,0.8875,0.65,0.225,6.30776375,2.6932025,1.31825175,2.1262125,7.0
26811,I,0.9875,0.7375,0.3,8.8733935,3.798833,1.77184375,2.33883375,6.0
26812,I,0.9,0.6625,0.2125,4.80524025,2.6932025,0.94970825,1.5592225,5.0
26813,F,1.8375,1.4625,0.5375,57.039194,20.2698925,11.89261525,16.159215,16.0
26814,I,1.075,0.8125,0.2875,11.509897,5.443104,2.2963095,3.685435,8.0
26815,M,1.475,1.1875,0.325,25.51455,11.07047975,5.40057975,7.0023265,11.0
26816,M,1.5125,1.2875,0.4875,37.74735925,12.60135275,6.67630725,13.324265,21.0
26817,I,0.975,0.725,0.275,7.58349125,3.44446425,1.7293195,2.324659,7.0
26818,M,1.2,1.025,0.3375,17.349894,7.72523875,3.6570855,5.386405,12.0
26819,F,1.125,0.7625,0.2,9.6104805,5.42892925,2.14038725,2.76407625,7.0
26820,I,1.5125,1.125,0.3875,29.5685285,12.79979925,6.4353365,9.7805775,11.0
26821,F,1.15,0.8875,0.3,13.777857,5.499803,3.1467945,3.5436875,10.0
26822,F,1.6125,1.2375,0.3875,34.302895,16.82542825,7.767763,7.484268,9.0
26823,I,1.025,0.7625,0.25,8.9300925,3.798833,2.324659,2.438057,8.0
26824,M,1.4625,1.1875,0.425,27.499015,11.43902325,5.54232725,8.60407325,11.0
26825,I,1.025,0.7875,0.2375,8.34892775,3.515338,1.63009625,2.6932025,8.0
26826,F,1.475,1.175,0.4125,30.8726055,13.60776,6.350288,8.788345,10.0
26827,I,0.8875,0.7125,0.25,6.44951125,2.9766975,1.48834875,2.1262125,9.0
26828,F,1.6375,1.3375,0.5125,41.7588135,16.57028275,9.79475225,12.8990225,14.0
26829,I,1.4,0.9875,0.3125,18.07280625,7.767763,3.7137845,6.6621325,14.0
26830,I,1.4125,1.1,0.3375,22.69377475,9.25611175,5.556502,6.520385,10.0
26831,F,1.55,1.2125,0.35,33.55163325,14.7133905,8.6465975,9.355335,15.0
26832,M,1.2375,0.975,0.3375,18.58309725,5.74077375,4.479221,5.386405,16.0
26833,M,1.5125,1.075,0.3625,23.019794,12.417081,4.6209685,4.819415,8.0
26834,F,1.625,1.3,0.45,38.82464025,15.2803805,9.14271375,13.834556,12.0
26835,M,1.2625,0.9625,0.3,15.83319575,6.633783,3.72795925,4.6776675,9.0
26836,F,1.2125,0.9375,0.3,15.4504775,6.0951425,3.0333965,4.9611625,14.0
26837,F,1.5125,1.2125,0.425,27.17299575,12.37455675,7.7961125,6.80388,14.0
26838,I,0.35,0.2625,0.0875,0.396893,0.09922325,0.0850485,0.1417475,5.0
26839,I,1.3,1.0,0.275,15.83319575,7.41339425,3.1467945,3.69960975,7.0
26840,I,1.075,0.85,0.275,10.75863525,4.63514325,2.5231055,3.0900955,7.0
26841,I,1.15,0.9125,0.2625,14.8834875,5.91087075,2.721552,3.685435,7.0
26842,I,0.9,0.6625,0.2,6.13766675,2.721552,1.51669825,1.984465,7.0
26843,F,1.6375,1.3125,0.3875,37.1094955,16.6978555,8.164656,10.3475675,11.0
26844,F,1.375,1.025,0.4,27.5273645,9.25611175,4.97533725,9.07184,22.0
26845,M,1.4,1.1,0.3625,23.4450365,9.76640275,6.4353365,6.23689,10.0
26846,I,0.5875,0.45,0.1375,1.48834875,0.80796075,0.41106775,0.4819415,6.0
26847,F,1.325,1.025,0.3375,17.95940825,6.7188315,3.6003865,6.23689,9.0
26848,I,1.05,0.7875,0.2625,9.015141,4.309124,2.26796,2.65067825,7.0
26849,I,0.5625,0.425,0.15,1.45999925,0.66621325,0.396893,0.4252425,5.0
26850,I,0.6875,0.5125,0.1875,3.288542,1.0489315,0.850485,0.97805775,5.0
26851,F,1.5875,1.2375,0.4,30.34813975,14.04717725,6.64795775,8.9300925,9.0
26852,F,1.3625,1.0625,0.4125,24.8058125,9.015141,4.5075705,7.087375,15.0
26853,M,1.225,1.0,0.3125,14.004653,6.4353365,3.2601925,4.3941725,9.0
26854,I,0.575,0.375,0.1,1.31825175,0.510291,0.21262125,0.4252425,4.0
26855,M,1.5125,1.225,0.375,31.6096925,12.6155275,6.7188315,8.6465975,9.0
26856,I,0.325,0.225,0.1125,0.35436875,0.2551455,0.226796,0.226796,5.0
26857,I,1.25,1.0,0.3125,18.86659225,9.85145125,3.742134,4.35164825,7.0
26858,I,1.075,0.8125,0.275,10.432616,4.7910655,1.8427175,2.9766975,8.0
26859,I,0.5375,0.375,0.075,1.03475675,0.46776675,0.35436875,0.3118445,5.0
26860,M,1.6375,1.3125,0.475,38.215126,17.73261225,8.60407325,10.489315,11.0
26861,M,1.5375,1.1875,0.4,26.251637,11.72251825,6.16601625,7.654365,9.0
26862,M,1.6,1.225,0.475,34.0477495,13.380964,6.90310325,10.0640725,12.0
26863,F,1.0625,0.8375,0.2625,10.41844125,3.855532,2.62232875,3.40194,10.0
26864,F,1.4375,1.1125,0.375,26.988724,10.81533425,5.71242425,6.80388,12.0
26865,I,0.7,0.6125,0.225,4.40834725,1.984465,1.13398,1.20485375,6.0
26866,F,1.525,1.2,0.4,32.1199835,16.20173925,7.35669525,8.0796075,9.0
26867,I,1.275,0.975,0.35,15.77649675,6.56290925,3.58621175,4.40834725,8.0
26868,F,1.5,1.2,0.4,31.808139,14.628342,6.633783,8.9300925,11.0
26869,F,1.7375,1.3375,0.4625,49.26890675,21.98503725,10.9712565,13.60776,10.0
26870,I,1.1,0.8125,0.25,12.37455675,5.159609,2.2963095,3.10427025,7.0
26871,I,1.4125,1.125,0.35,25.3728025,9.87980075,6.010094,7.087375,13.0
26872,I,0.9625,0.725,0.2,7.98038425,3.24601775,1.43164975,1.927766,5.0
26873,I,1.2125,0.9125,0.2625,14.07552675,6.08096775,2.90582375,3.685435,8.0
26874,M,1.375,1.0125,0.3625,22.07008575,8.09378225,4.9044635,6.520385,10.0
26875,I,0.8125,0.6,0.2,4.20990075,1.71514475,0.8788345,1.2190285,7.0
26876,M,1.6,1.2875,0.4125,30.107169,11.623295,6.917278,9.63883,10.0
26877,I,1.075,0.825,0.275,11.226402,5.159609,1.31825175,2.6932025,6.0
26878,F,1.475,1.1625,0.3625,30.8159065,14.07552675,6.22271525,6.23689,10.0
26879,M,1.65,1.3125,0.5,48.3925965,23.91280325,10.6310625,11.283101,11.0
26880,F,1.525,1.2125,0.425,35.210079,16.08834125,8.03708325,9.355335,11.0
26881,F,1.225,0.95,0.3125,15.5638755,7.10154975,3.35941575,4.6776675,9.0
26882,M,1.5125,1.1625,0.3875,32.034935,13.70698325,6.406987,9.355335,10.0
26883,I,1.1125,0.8625,0.325,12.360382,5.59902625,2.56562975,3.5436875,8.0
26884,M,0.95,0.725,0.2625,7.6260155,3.16096925,1.7860185,2.1262125,10.0
26885,I,0.7875,0.5875,0.1875,4.66349275,1.74349425,0.92135875,1.2757275,5.0
26886,I,1.45,1.175,0.3625,26.365035,12.51630425,5.57067675,7.93786,10.0
26887,I,1.2875,1.0,0.325,17.0380495,8.60407325,3.86970675,5.896696,10.0
26888,M,1.525,1.1625,0.35,31.014353,13.62193475,6.16601625,8.618248,14.0
26889,I,0.9625,0.7375,0.225,7.2858215,2.6932025,1.3891255,2.33883375,7.0
26890,F,1.1125,0.8625,0.2875,11.89261525,5.1312595,2.438057,3.13261975,12.0
26891,I,1.45,1.125,0.375,23.40251225,11.8784405,4.6209685,6.973977,10.0
26892,I,1.3125,1.0375,0.35,19.17843675,9.07184,3.6570855,5.71242425,9.0
26893,M,1.3375,1.025,0.4125,20.41164,7.69688925,5.20213325,6.80388,10.0
26894,F,1.5375,1.175,0.3875,28.67551925,12.40290625,5.6699,7.427569,8.0
26895,M,1.6125,1.25,0.4375,39.2073585,16.82542825,7.257472,11.7650425,10.0
26896,I,0.775,0.6875,0.225,6.33611325,2.9766975,1.360776,2.551455,7.0
26897,F,1.3,1.0375,0.375,20.19901875,6.9456275,4.2807745,6.0951425,17.0
26898,I,1.0,0.75,0.2875,9.525432,3.58621175,2.154562,2.28213475,7.0
26899,F,1.6625,1.3125,0.475,41.63124075,19.6462035,8.731646,11.1980525,10.0
26900,I,1.1875,0.9625,0.3125,16.71203025,7.72523875,2.84912475,4.6776675,11.0
26901,M,1.225,0.9875,0.275,23.85610425,10.4042665,5.68407475,4.40834725,13.0
26902,I,1.15,0.875,0.2625,13.9196045,6.4353365,2.84912475,3.2601925,6.0
26903,I,1.25,0.9375,0.25,15.09610875,7.15824875,2.9199985,3.96893,7.0
26904,M,1.625,1.225,0.45,39.56172725,17.0097,9.53960675,12.190285,9.0
26905,M,1.65,1.3125,0.4,37.194544,15.762322,7.15824875,11.90679,16.0
26906,I,0.75,0.575,0.175,3.6570855,1.54504775,0.70658925,1.13398,6.0
26907,F,1.6,1.2625,0.475,39.02308675,19.220961,9.36950975,10.6310625,11.0
26908,F,1.4125,1.125,0.325,27.499015,10.149121,6.22271525,7.37087,15.0
26909,F,1.25,1.0,0.35,16.40018575,7.04485075,3.4869885,5.953395,10.0
26910,F,1.4875,1.1375,0.3625,32.16250775,13.87708025,6.912231,7.7961125,11.0
26911,M,1.5625,1.2,0.4,34.79901125,17.78931125,7.35669525,8.731646,11.0
26912,M,1.225,0.875,0.325,14.55746825,4.97533725,3.7137845,3.84135725,8.0
26913,F,1.225,0.925,0.2625,14.3731965,6.577084,2.778251,4.20990075,9.0
26914,M,1.025,0.75,0.2375,7.994559,2.721552,1.247378,2.76407625,10.0
26915,M,1.4375,1.125,0.375,31.02852775,15.2803805,7.824462,7.7961125,10.0
26916,I,0.625,0.4625,0.15,2.608154,0.89300925,0.56699,0.63786375,5.0
26917,M,1.0875,0.8625,0.2375,11.7083435,4.7910655,2.65067825,3.78465825,16.0
26918,I,0.875,0.6625,0.225,6.76135575,2.42388225,1.37495075,1.984465,10.0
26919,F,1.525,1.2375,0.3375,37.1094955,17.22232125,8.74582075,8.68912175,11.0
26920,F,1.5,1.225,0.425,35.25260325,13.79203175,8.66077225,11.056305,17.0
26921,M,1.075,0.8125,0.25,10.8011595,4.139027,2.65067825,3.2601925,9.0
26922,M,1.6125,1.2625,0.475,37.74735925,16.839603,10.262519,10.61688775,11.0
26923,F,1.575,1.1875,0.4375,32.16250775,12.927372,7.75358825,9.19941275,11.0
26924,F,1.7125,1.325,0.45,47.35783975,22.69377475,10.33339275,12.3320325,9.0
26925,F,1.55,1.2,0.4125,38.68289275,15.5638755,9.7805775,10.0640725,9.0
26926,M,1.6125,1.25,0.425,36.55668025,16.51358375,8.54737425,9.17106325,12.0
26927,M,1.1625,0.875,0.3,14.17475,6.27941425,3.6003865,3.685435,8.0
26928,M,1.0875,0.85,0.2375,9.468733,4.37999775,1.8427175,3.40194,10.0
26929,I,1.2,0.925,0.3375,15.5071765,5.6982495,3.81300775,6.0951425,10.0
26930,F,1.0125,0.7625,0.325,9.02931575,3.50116325,2.05533875,2.9766975,14.0
26931,I,1.075,0.8625,0.25,10.19164525,4.309124,2.5798045,3.118445,7.0
26932,F,1.725,1.375,0.4,52.900167,19.66037825,10.87203325,16.44271,17.0
26933,F,1.175,0.9125,0.2875,13.2392165,5.9817445,2.6932025,4.252425,8.0
26934,F,1.55,1.1875,0.4,34.7848365,13.60776,7.10154975,9.922325,21.0
26935,M,1.0,0.775,0.2375,8.618248,3.6003865,2.0128145,3.40194,7.0
26936,I,0.4,0.2875,0.0875,0.49611625,0.21262125,0.12757275,0.1417475,4.0
26937,I,1.25,1.0,0.35,15.87572,6.973977,3.8838815,5.2446575,8.0
26938,F,1.7125,1.375,0.4125,43.1762885,19.674553,7.767763,11.509897,11.0
26939,M,1.525,1.175,0.3875,28.803092,13.9196045,6.76135575,7.2291225,12.0
26940,I,1.275,0.975,0.3125,16.25843825,7.030676,3.8838815,4.9611625,8.0
26941,F,1.1375,0.8875,0.3875,13.53688625,4.32329875,2.96252275,4.252425,10.0
26942,I,1.275,1.0,0.35,17.1514475,7.41339425,3.30271675,6.3786375,9.0
26943,I,0.925,0.725,0.2375,7.994559,3.7137845,1.8427175,2.1262125,6.0
26944,F,1.625,1.2125,0.3875,39.405805,18.2287285,6.690482,6.80388,9.0
26945,F,1.35,1.025,0.3375,22.41027975,8.7032965,6.4353365,5.6699,12.0
26946,I,0.35,0.2625,0.0,0.41106775,0.1417475,0.09922325,0.1417475,3.0
26947,F,1.4625,1.1875,0.35,27.895908,13.154168,6.30776375,6.7755305,9.0
26948,F,1.6125,1.2125,0.475,39.972795,20.14231975,8.1363065,9.4970825,10.0
26949,M,1.5875,1.2625,0.45,35.50774875,14.30232275,8.66077225,9.7238785,9.0
26950,I,1.1,0.85,0.2875,10.44679075,3.7137845,2.324659,3.5436875,8.0
26951,M,1.5625,1.275,0.4375,38.82464025,17.44911725,8.29222875,9.07184,11.0
26952,I,1.3625,1.0,0.35,21.1203775,7.654365,4.2240755,6.3786375,10.0
26953,M,1.3625,1.075,0.35,21.44639675,9.015141,3.95475525,6.80388,8.0
26954,F,1.675,1.2625,0.475,42.354153,18.32795175,8.278054,10.489315,11.0
26955,M,1.65,1.2625,0.475,38.20095125,18.18620425,8.57572375,11.169703,10.0
26956,I,1.15,0.9125,0.25,11.8217415,4.63514325,2.14038725,3.572037,6.0
26957,M,1.625,1.275,0.4,34.529691,17.39241825,8.29222875,9.07184,10.0
26958,M,1.6125,1.3125,0.4375,36.61337925,16.8112535,8.63242275,10.489315,9.0
26959,M,1.3125,1.025,0.3625,19.1926115,8.15048125,4.479221,5.5281525,8.0
26960,F,1.55,1.2125,0.4875,36.55668025,15.1669825,8.221355,11.3398,9.0
26961,M,1.3125,1.0,0.325,22.396105,10.3475675,4.649318,6.87475375,8.0
26962,M,1.7,1.2875,0.325,37.931631,15.09610875,9.36950975,10.77281,16.0
26963,F,1.45,1.1625,0.4125,26.988724,9.53960675,5.40057975,8.50485,11.0
26964,I,1.0125,0.7625,0.3125,10.716111,4.83358975,2.25378525,2.83495,8.0
26965,M,1.275,0.975,0.3625,29.15746075,11.4248485,7.07320025,7.654365,14.0
26966,M,1.675,1.3125,0.4875,38.82464025,17.860185,7.35669525,13.48018725,12.0
26967,I,1.2125,0.9625,0.3125,15.71979775,6.9456275,3.10427025,4.706017,9.0
26968,I,0.8125,0.6125,0.1875,4.422522,2.3530085,0.97805775,1.2757275,6.0
26969,M,1.3125,1.0,0.3875,20.28406725,8.88756825,4.26659975,6.973977,9.0
26970,M,1.5875,1.2375,0.4375,38.9805625,17.22232125,8.23552975,9.07184,10.0
26971,M,1.6375,1.2875,0.425,39.179009,17.67591325,7.767763,11.4815475,12.0
26972,I,0.5875,0.4375,0.1125,1.13398,0.7654365,0.510291,0.510291,5.0
26973,F,1.425,1.1125,0.375,22.849697,11.4815475,5.40057975,6.7755305,8.0
26974,I,1.275,0.975,0.3375,13.70698325,5.45727875,2.84912475,4.0539785,9.0
26975,M,1.3375,1.0,0.35,18.597272,8.391452,3.7704835,4.9611625,9.0
26976,M,1.6625,1.4125,0.4,39.3774555,17.293195,8.60407325,11.623295,10.0
26977,M,0.875,0.6625,0.225,6.30776375,2.721552,1.6159215,2.1262125,7.0
26978,M,1.375,1.0625,0.3375,22.15513425,12.133586,5.23048275,5.783298,9.0
26979,I,0.8375,0.65,0.2125,7.52679225,3.061746,1.4458245,1.984465,6.0
26980,M,0.95,0.7125,0.25,7.6260155,2.7499015,1.28990225,2.08368825,10.0
26981,I,1.0875,0.825,0.275,10.6310625,4.422522,2.097863,2.9766975,8.0
26982,I,0.4375,0.3375,0.1,0.86465975,0.3118445,0.21262125,0.35436875,5.0
26983,M,1.3125,0.9875,0.2875,17.90270925,7.35669525,4.09650275,4.9611625,9.0
26984,I,1.0375,0.8,0.2375,10.77281,4.52174525,2.08368825,2.9766975,7.0
26985,M,1.3625,1.0,0.2625,18.46969925,7.5693165,3.04757125,5.953395,11.0
26986,M,1.7,1.4125,0.475,49.54075125,19.220961,9.1568885,14.17475,22.0
26987,M,1.55,1.2,0.4375,35.6920205,18.9658155,8.4198015,8.9300925,12.0
26988,I,0.775,0.5875,0.225,4.86193925,1.70097,1.304077,1.530873,7.0
26989,M,1.4875,1.1625,0.475,37.37881575,11.5382465,7.86698625,11.1980525,18.0
26990,M,1.05,0.8125,0.25,10.2341695,4.35164825,1.7860185,3.40194,10.0
26991,I,1.4,1.0625,0.3375,22.6796,9.721158,5.556502,6.23689,9.0
26992,I,1.4375,1.0875,0.4,26.988724,12.0485375,4.77689075,4.6776675,10.0
26993,F,1.475,1.2,0.4125,31.127751,13.6361095,6.8889285,9.355335,18.0
26994,M,1.625,1.3125,0.425,39.859397,16.612807,6.747181,11.7650425,15.0
26995,I,1.2625,0.9625,0.35,17.95940825,8.3064035,3.685435,6.7755305,9.0
26996,F,1.3625,0.9625,0.3375,18.2287285,8.15048125,4.53592,4.9611625,9.0
26997,I,1.3625,1.1,0.35,19.74542675,9.28446125,3.7137845,5.953395,8.0
26998,I,1.225,0.95,0.3125,18.71067,8.06543275,4.06815325,4.819415,9.0
26999,I,0.5875,0.4,0.15,1.644271,0.4819415,0.46776675,0.4252425,4.0
27000,F,1.4375,1.125,0.4625,31.9498865,13.99047825,6.2085405,8.1363065,11.0
27001,F,1.6125,1.2875,0.4375,43.27551175,19.7029025,6.917278,12.0485375,11.0
27002,F,1.325,1.0375,0.3375,19.7737763,7.78193775,3.86970675,5.03203625,8.0
27003,M,0.9,0.6875,0.225,5.85417175,1.7860185,1.0489315,2.1262125,17.0
27004,F,1.6375,1.3625,0.475,44.111822,16.99552525,9.241937,14.0330025,20.0
27005,M,1.3375,1.0375,0.35,22.6512505,9.87980075,4.3941725,6.520385,10.0
27006,M,1.3,1.0,0.3125,16.34348675,7.087375,3.6003865,3.9405805,8.0
27007,F,1.475,1.125,0.3875,27.9242575,13.42348825,5.82582225,7.5126175,14.0
27008,I,0.8125,0.5375,0.175,3.64291075,1.2190285,0.8788345,1.13398,7.0
27009,M,1.775,1.4125,0.4875,54.0624965,20.28406725,11.113004,16.44271,9.0
27010,F,1.475,1.1375,0.3625,27.669112,13.0691195,6.50621025,7.2291225,9.0
27011,F,1.55,1.2125,0.4375,37.9032815,16.0174675,6.010094,9.63883,9.0
27012,F,1.6375,1.3125,0.475,39.745999,17.16562225,7.7394135,11.1980525,12.0
27013,I,1.15,0.8875,0.3,12.0485375,5.28718175,2.79242575,4.3941725,8.0
27014,F,1.5125,1.2125,0.4375,35.3518265,14.7700895,9.7805775,9.7805775,15.0
27015,I,1.1875,0.9,0.3125,14.458245,6.8322295,2.96252275,3.685435,7.0
27016,M,1.4375,1.125,0.4,25.86891875,9.68135425,6.973977,9.07184,14.0
27017,M,1.6125,1.25,0.4375,36.0322145,17.42076775,7.6827145,9.979024,10.0
27018,F,1.3,1.025,0.35,19.97222275,9.128539,3.9972795,5.386405,10.0
27019,F,1.825,1.4375,0.525,62.21297775,30.220567,11.396499,14.64251675,10.0
27020,I,0.6375,0.475,0.15,2.16873675,0.737087,0.510291,0.7087375,6.0
27021,F,1.425,1.05,0.35,24.87668625,11.35397475,6.22271525,5.726599,10.0
27022,F,1.3875,1.1,0.45,26.138239,7.4559185,4.4508715,9.63883,13.0
27023,F,1.6125,1.2625,0.4375,39.19318375,19.94387325,8.66077225,10.489315,12.0
27024,F,1.3875,1.1,0.3375,26.03901575,10.75863525,3.98310475,8.221355,18.0
27025,M,1.6375,1.4,0.4,38.90968875,16.045817,9.25611175,10.6310625,9.0
27026,F,1.2625,1.0,0.35,19.60367925,9.525432,5.14543425,5.06038575,7.0
27027,M,1.75,1.4375,0.4625,39.179009,13.99047825,8.51902475,12.246984,10.0
27028,M,1.125,0.9125,0.3625,16.68368075,5.953395,3.061746,5.5281525,10.0
27029,M,1.75,1.4125,0.5,47.58463575,25.231055,11.283101,12.8990225,11.0
27030,M,1.8625,1.4625,0.4625,59.53395,24.7491135,11.9918385,15.06775925,13.0
27031,F,1.575,1.2125,0.4125,34.3879435,15.03940975,8.37727725,9.63883,11.0
27032,M,1.575,1.2625,0.425,37.0527965,12.26115875,7.72523875,12.190285,11.0
27033,I,1.0625,0.7875,0.225,9.525432,3.41611475,1.60174675,2.73572675,7.0
27034,F,1.4125,1.15,0.4,30.674159,10.8011595,6.9456275,10.0640725,14.0
27035,M,1.6,1.275,0.45,41.4753185,17.78931125,8.09378225,11.793392,10.0
27036,F,1.5875,1.2875,0.4125,35.3518265,14.2030995,9.17106325,9.922325,11.0
27037,F,1.1625,0.85,0.2875,11.113004,4.9611625,3.04757125,3.8271825,9.0
27038,M,1.4375,1.0875,0.3875,28.91649,13.87708025,7.47009325,7.087375,8.0
27039,M,1.375,1.0875,0.3875,21.36134825,8.94426725,4.77689075,6.520385,10.0
27040,I,1.075,0.825,0.35,14.61416725,7.087375,2.87747425,3.96893,8.0
27041,F,1.6625,1.2625,0.4375,44.09764725,20.68096025,10.886208,10.9145575,11.0
27042,F,1.575,1.25,0.425,33.622507,14.968536,6.98815175,10.95708175,10.0
27043,F,1.6,1.2625,0.4875,42.2429875,18.78154375,10.6310625,12.246984,12.0
27044,F,1.5125,1.175,0.35,29.5118295,12.74310025,7.10154975,8.3631025,10.0
27045,M,1.1125,0.875,0.375,13.8062065,5.896696,2.82077525,6.3786375,12.0
27046,F,1.5875,1.25,0.425,38.8104655,16.23008875,8.66077225,10.489315,11.0
27047,I,1.4,1.1125,0.35,26.6768795,12.6722265,5.783298,7.087375,10.0
27048,F,1.4875,1.1375,0.4,30.957654,14.69921575,6.84640425,8.6465975,10.0
27049,F,1.25,0.9625,0.35,21.87163925,8.34892775,5.11708475,6.520385,12.0
27050,M,1.1875,0.9125,0.3,13.8062065,5.6982495,2.76407625,4.3941725,8.0
27051,M,1.4375,1.15,0.375,26.251637,11.97766375,5.839997,7.7961125,10.0
27052,F,1.6125,1.3,0.4375,39.859397,15.52135125,7.824462,11.90679,20.0
27053,F,1.475,1.1875,0.3375,25.52872475,11.58077075,5.74077375,7.7961125,13.0
27054,M,1.3125,1.0,0.35,18.69649525,8.278054,4.53592,6.27941425,11.0
27055,I,0.6875,0.5125,0.1375,2.608154,0.737087,0.5953395,0.8788345,7.0
27056,F,1.375,1.0625,0.3625,26.52095725,12.34620725,5.59902625,7.83863675,8.0
27057,M,1.525,1.2125,0.45,36.10308825,16.839603,8.71747125,10.61688775,11.0
27058,I,1.15,0.875,0.3125,12.34620725,5.0745605,3.5436875,3.75630875,8.0
27059,F,1.2125,0.925,0.3,17.70426275,8.4198015,3.04757125,4.3941725,8.0
27060,M,1.0,0.8125,0.2875,9.3269855,3.98310475,1.6726205,2.2963095,9.0
27061,M,1.5,1.2125,0.3625,30.43318825,11.72251825,5.386405,8.788345,10.0
27062,M,0.9375,0.6875,0.225,6.1518415,2.721552,1.247378,2.08368825,6.0
27063,M,1.4875,1.1625,0.375,29.7386255,13.6361095,5.6415505,8.6465975,14.0
27064,M,1.525,1.2,0.4375,35.6920205,18.13785475,8.9300925,9.355335,10.0
27065,M,1.825,1.4375,0.525,63.37530725,25.27357925,13.36678925,16.159215,20.0
